시간,로봇,로봇 상태,목적지 이동 명령 상태
2026-08-18 14:24:15,robot_ec2b,MOVING,REACHED
2026-08-18 14:23:55,robot_ec2b,MOVING,ACTIVE
2026-08-18 14:23:55,robot_ec2b,STANDBY,ACTIVE
2026-08-18 14:23:52,robot_ec2b,STANDBY,REACHED
2026-08-18 14:23:50,robot_ec2b,LOCKED,REACHED
2026-08-18 14:23:50,robot_ec2b,STANDBY,REACHED
2026-08-18 14:23:49,robot_ec2b,MANUAL,REACHED
2026-08-18 14:23:49,robot_ec2b,MOVING,REACHED
2026-08-18 14:23:25,robot_ec2b,MOVING,ACTIVE
2026-08-18 14:23:23,robot_ec2b,STANDBY,REACHED
2026-08-18 14:23:20,robot_ec2b,LOCKED,REACHED
2026-08-18 14:23:20,robot_ec2b,MOVING,REACHED
2026-08-18 14:23:00,robot_ec2b,MOVING,ACTIVE
2026-08-18 14:22:59,robot_ec2b,STANDBY,ACTIVE
2026-08-18 14:22:57,robot_ec2b,STANDBY,REACHED
2026-08-18 14:22:54,robot_ec2b,LOCKED,REACHED
2026-08-18 14:22:54,robot_ec2b,STANDBY,REACHED
2026-08-18 14:22:53,robot_ec2b,MOVING,REACHED
2026-08-18 14:22:29,robot_ec2b,MOVING,ACTIVE
2026-08-18 14:22:29,robot_ec2b,STANDBY,ACTIVE
2026-08-18 14:22:26,robot_ec2b,STANDBY,REACHED
2026-08-18 14:22:24,robot_ec2b,LOCKED,REACHED
2026-08-18 14:22:24,robot_ec2b,MOVING,REACHED
2026-08-18 14:22:04,robot_ec2b,MOVING,ACTIVE
2026-08-18 14:22:03,robot_ec2b,STANDBY,ACTIVE
2026-08-18 14:22:01,robot_ec2b,STANDBY,REACHED
2026-08-18 14:21:58,robot_ec2b,LOCKED,REACHED
2026-08-18 14:21:57,robot_ec2b,STANDBY,REACHED
2026-08-18 14:21:57,robot_ec2b,MOVING,REACHED
2026-08-18 14:21:33,robot_ec2b,MOVING,ACTIVE
2026-08-18 14:21:32,robot_ec2b,STANDBY,ACTIVE
2026-08-18 14:21:30,robot_ec2b,STANDBY,REACHED
2026-08-18 14:21:27,robot_ec2b,LOCKED,REACHED
2026-08-18 14:21:27,robot_ec2b,STANDBY,REACHED
2026-08-18 14:21:26,robot_ec2b,MOVING,REACHED
2026-08-18 14:21:07,robot_ec2b,MOVING,ACTIVE
2026-08-18 14:21:06,robot_ec2b,STANDBY,ACTIVE
2026-08-18 14:21:04,robot_ec2b,STANDBY,REACHED
2026-08-18 14:21:02,robot_ec2b,LOCKED,REACHED
2026-08-18 14:21:01,robot_ec2b,STANDBY,REACHED
2026-08-18 14:21:01,robot_ec2b,MOVING,REACHED
2026-08-18 14:20:37,robot_ec2b,MOVING,ACTIVE
2026-08-18 14:20:36,robot_ec2b,STANDBY,ACTIVE
2026-08-18 14:20:34,robot_ec2b,STANDBY,REACHED
2026-08-18 14:20:32,robot_ec2b,LOCKED,REACHED
2026-08-18 14:20:31,robot_ec2b,STANDBY,REACHED
2026-08-18 14:20:30,robot_ec2b,MOVING,REACHED
2026-08-18 14:20:11,robot_ec2b,MOVING,ACTIVE
2026-08-18 14:20:10,robot_ec2b,STANDBY,ACTIVE
2026-08-18 14:20:08,robot_ec2b,STANDBY,REACHED
2026-08-18 14:20:06,robot_ec2b,LOCKED,REACHED
2026-08-18 14:20:05,robot_ec2b,MANUAL,REACHED
2026-08-18 14:20:05,robot_ec2b,MOVING,REACHED
2026-08-18 14:19:37,robot_ec2b,MOVING,ACTIVE
2026-08-18 14:19:34,robot_ec2b,STANDBY,REACHED
2026-08-18 14:19:32,robot_ec2b,LOCKED,REACHED
2026-08-18 14:19:31,robot_ec2b,STANDBY,REACHED
2026-08-18 14:19:31,robot_ec2b,MOVING,REACHED
2026-08-18 14:19:11,robot_ec2b,MOVING,ACTIVE
2026-08-18 14:19:11,robot_ec2b,STANDBY,ACTIVE
2026-08-18 14:19:08,robot_ec2b,STANDBY,REACHED
2026-08-18 14:19:06,robot_ec2b,LOCKED,REACHED
2026-08-18 14:19:05,robot_ec2b,MOVING,REACHED
2026-08-18 14:18:42,robot_ec2b,MOVING,ACTIVE
2026-08-18 14:18:42,robot_ec2b,STANDBY,ACTIVE
2026-08-18 14:18:39,robot_ec2b,STANDBY,REACHED
2026-08-18 14:18:37,robot_ec2b,LOCKED,REACHED
2026-08-18 14:18:36,robot_ec2b,STANDBY,REACHED
2026-08-18 14:18:16,robot_ec2b,MOVING,ACTIVE
2026-08-18 14:18:16,robot_ec2b,STANDBY,ACTIVE
2026-08-18 14:18:13,robot_ec2b,STANDBY,REACHED
2026-08-18 14:18:11,robot_ec2b,LOCKED,REACHED
2026-08-18 14:18:11,robot_ec2b,STANDBY,REACHED
2026-08-18 14:18:10,robot_ec2b,MOVING,REACHED
2026-08-18 14:17:44,robot_ec2b,MOVING,ACTIVE
2026-08-18 14:17:44,robot_ec2b,STANDBY,ACTIVE
2026-08-18 14:17:42,robot_ec2b,STANDBY,REACHED
2026-08-18 14:17:39,robot_ec2b,LOCKED,REACHED
2026-08-18 14:17:39,robot_ec2b,STANDBY,REACHED
2026-08-18 14:17:38,robot_ec2b,MANUAL,REACHED
2026-08-18 14:17:38,robot_ec2b,MOVING,REACHED
2026-08-18 14:17:18,robot_ec2b,MOVING,ACTIVE
2026-08-18 14:17:17,robot_ec2b,STANDBY,ACTIVE
2026-08-18 14:17:15,robot_ec2b,STANDBY,REACHED
2026-08-18 14:17:12,robot_ec2b,LOCKED,REACHED
2026-08-18 14:17:12,robot_ec2b,STANDBY,REACHED
2026-08-18 14:17:11,robot_ec2b,MANUAL,REACHED
2026-08-18 14:16:48,robot_ec2b,MOVING,ACTIVE
2026-08-18 14:16:47,robot_ec2b,STANDBY,ACTIVE
2026-08-18 14:16:45,robot_ec2b,STANDBY,REACHED
2026-08-18 14:16:42,robot_ec2b,LOCKED,REACHED
2026-08-18 14:16:42,robot_ec2b,MOVING,REACHED
2026-08-18 14:16:22,robot_ec2b,MOVING,ACTIVE
2026-08-18 14:16:21,robot_ec2b,STANDBY,ACTIVE
2026-08-18 14:16:19,robot_ec2b,STANDBY,REACHED
2026-08-18 14:16:17,robot_ec2b,LOCKED,REACHED
2026-08-18 14:16:16,robot_ec2b,STANDBY,REACHED
2026-08-18 14:16:16,robot_ec2b,MANUAL,REACHED
2026-08-18 14:16:15,robot_ec2b,MOVING,REACHED
2026-08-18 14:15:51,robot_ec2b,MOVING,ACTIVE
2026-08-18 14:15:50,robot_ec2b,STANDBY,ACTIVE
2026-08-18 14:15:48,robot_ec2b,STANDBY,REACHED
2026-08-18 14:15:46,robot_ec2b,LOCKED,REACHED
2026-08-18 14:15:45,robot_ec2b,STANDBY,REACHED
2026-08-18 14:15:45,robot_ec2b,MANUAL,REACHED
2026-08-18 14:15:44,robot_ec2b,MOVING,REACHED
2026-08-18 14:15:25,robot_ec2b,MOVING,ACTIVE
2026-08-18 14:15:22,robot_ec2b,STANDBY,REACHED
2026-08-18 14:15:20,robot_ec2b,LOCKED,REACHED
2026-08-18 14:15:19,robot_ec2b,STANDBY,REACHED
2026-08-18 14:15:19,robot_ec2b,MOVING,REACHED
2026-08-18 14:14:55,robot_ec2b,MOVING,ACTIVE
2026-08-18 14:14:55,robot_ec2b,STANDBY,ACTIVE
2026-08-18 14:14:52,robot_ec2b,STANDBY,REACHED
2026-08-18 14:14:50,robot_ec2b,LOCKED,REACHED
2026-08-18 14:14:49,robot_ec2b,STANDBY,REACHED
2026-08-18 14:14:49,robot_ec2b,MOVING,REACHED
2026-08-18 14:14:29,robot_ec2b,MOVING,ACTIVE
2026-08-18 14:14:29,robot_ec2b,STANDBY,ACTIVE
2026-08-18 14:14:26,robot_ec2b,STANDBY,REACHED
2026-08-18 14:14:24,robot_ec2b,LOCKED,REACHED
2026-08-18 14:14:24,robot_ec2b,STANDBY,REACHED
2026-08-18 14:14:23,robot_ec2b,MOVING,REACHED
2026-08-18 14:13:59,robot_ec2b,MOVING,ACTIVE
2026-08-18 14:13:59,robot_ec2b,STANDBY,ACTIVE
2026-08-18 14:13:56,robot_ec2b,STANDBY,REACHED
2026-08-18 14:13:54,robot_ec2b,LOCKED,REACHED
2026-08-18 14:13:54,robot_ec2b,STANDBY,REACHED
2026-08-18 14:13:53,robot_ec2b,MOVING,REACHED
2026-08-18 14:13:33,robot_ec2b,MOVING,ACTIVE
2026-08-18 14:13:33,robot_ec2b,STANDBY,ACTIVE
2026-08-18 14:13:31,robot_ec2b,STANDBY,REACHED
2026-08-18 14:13:28,robot_ec2b,LOCKED,REACHED
2026-08-18 14:13:28,robot_ec2b,STANDBY,REACHED
2026-08-18 14:13:27,robot_ec2b,MOVING,REACHED
2026-08-18 14:13:03,robot_ec2b,MOVING,ACTIVE
2026-08-18 14:13:01,robot_ec2b,STANDBY,REACHED
2026-08-18 14:12:58,robot_ec2b,LOCKED,REACHED
2026-08-18 14:12:58,robot_ec2b,MOVING,REACHED
2026-08-18 14:12:38,robot_ec2b,MOVING,ACTIVE
2026-08-18 14:12:37,robot_ec2b,STANDBY,ACTIVE
2026-08-18 14:12:35,robot_ec2b,STANDBY,REACHED
2026-08-18 14:12:32,robot_ec2b,LOCKED,REACHED
2026-08-18 14:12:32,robot_ec2b,MANUAL,REACHED
2026-08-18 14:12:06,robot_ec2b,MOVING,ACTIVE
2026-08-18 14:12:05,robot_ec2b,STANDBY,ACTIVE
2026-08-18 14:12:03,robot_ec2b,STANDBY,REACHED
2026-08-18 14:12:00,robot_ec2b,LOCKED,REACHED
2026-08-18 14:12:00,robot_ec2b,STANDBY,REACHED
2026-08-18 14:11:59,robot_ec2b,MOVING,REACHED
2026-08-18 14:11:40,robot_ec2b,MOVING,ACTIVE
2026-08-18 14:11:39,robot_ec2b,STANDBY,ACTIVE
2026-08-18 14:11:37,robot_ec2b,STANDBY,REACHED
2026-08-18 14:11:35,robot_ec2b,LOCKED,REACHED
2026-08-18 14:11:34,robot_ec2b,STANDBY,REACHED
2026-08-18 14:11:33,robot_ec2b,MOVING,REACHED
2026-08-18 14:11:10,robot_ec2b,MOVING,ACTIVE
2026-08-18 14:11:09,robot_ec2b,STANDBY,ACTIVE
2026-08-18 14:11:07,robot_ec2b,STANDBY,REACHED
2026-08-18 14:11:05,robot_ec2b,LOCKED,REACHED
2026-08-18 14:11:04,robot_ec2b,STANDBY,REACHED
2026-08-18 14:11:04,robot_ec2b,MOVING,REACHED
2026-08-18 14:10:44,robot_ec2b,MOVING,ACTIVE
2026-08-18 14:10:43,robot_ec2b,STANDBY,ACTIVE
2026-08-18 14:10:41,robot_ec2b,STANDBY,REACHED
2026-08-18 14:10:39,robot_ec2b,LOCKED,REACHED
2026-08-18 14:10:38,robot_ec2b,STANDBY,REACHED
2026-08-18 14:10:37,robot_ec2b,MOVING,REACHED
2026-08-18 14:10:14,robot_ec2b,MOVING,ACTIVE
2026-08-18 14:10:13,robot_ec2b,STANDBY,ACTIVE
2026-08-18 14:10:11,robot_ec2b,STANDBY,REACHED
2026-08-18 14:10:09,robot_ec2b,LOCKED,REACHED
2026-08-18 14:10:08,robot_ec2b,MANUAL,REACHED
2026-08-18 14:09:48,robot_ec2b,MOVING,ACTIVE
2026-08-18 14:09:47,robot_ec2b,STANDBY,ACTIVE
2026-08-18 14:09:45,robot_ec2b,STANDBY,REACHED
2026-08-18 14:09:43,robot_ec2b,LOCKED,REACHED
2026-08-18 14:09:42,robot_ec2b,MANUAL,REACHED
2026-08-18 14:09:42,robot_ec2b,MOVING,REACHED
2026-08-18 14:09:18,robot_ec2b,MOVING,ACTIVE
2026-08-18 14:09:17,robot_ec2b,STANDBY,ACTIVE
2026-08-18 14:09:15,robot_ec2b,STANDBY,REACHED
2026-08-18 14:09:13,robot_ec2b,LOCKED,REACHED
2026-08-18 14:09:12,robot_ec2b,STANDBY,REACHED
2026-08-18 14:09:12,robot_ec2b,MANUAL,REACHED
2026-08-18 14:09:11,robot_ec2b,MOVING,REACHED
2026-08-18 14:08:51,robot_ec2b,MOVING,ACTIVE
2026-08-18 14:08:51,robot_ec2b,STANDBY,ACTIVE
2026-08-18 14:08:48,robot_ec2b,STANDBY,REACHED
2026-08-18 14:08:46,robot_ec2b,LOCKED,REACHED
2026-08-18 14:08:45,robot_ec2b,STANDBY,REACHED
2026-08-18 14:08:45,robot_ec2b,MOVING,REACHED
2026-08-18 14:08:21,robot_ec2b,MOVING,ACTIVE
2026-08-18 14:08:21,robot_ec2b,STANDBY,ACTIVE
2026-08-18 14:08:18,robot_ec2b,STANDBY,REACHED
2026-08-18 14:08:16,robot_ec2b,LOCKED,REACHED
2026-08-18 14:08:15,robot_ec2b,MANUAL,REACHED
2026-08-18 14:08:15,robot_ec2b,MOVING,REACHED
2026-08-18 14:07:55,robot_ec2b,MOVING,ACTIVE
2026-08-18 14:07:55,robot_ec2b,STANDBY,ACTIVE
2026-08-18 14:07:52,robot_ec2b,STANDBY,REACHED
2026-08-18 14:07:50,robot_ec2b,LOCKED,REACHED
2026-08-18 14:07:50,robot_ec2b,STANDBY,REACHED
2026-08-18 14:07:49,robot_ec2b,MANUAL,REACHED
2026-08-18 14:07:49,robot_ec2b,MOVING,REACHED
2026-08-18 14:07:23,robot_ec2b,MOVING,ACTIVE
2026-08-18 14:07:23,robot_ec2b,STANDBY,ACTIVE
2026-08-18 14:07:20,robot_ec2b,STANDBY,REACHED
2026-08-18 14:07:18,robot_ec2b,LOCKED,REACHED
2026-08-18 14:07:18,robot_ec2b,MANUAL,REACHED
2026-08-18 14:07:17,robot_ec2b,MOVING,REACHED
2026-08-18 14:06:57,robot_ec2b,MOVING,ACTIVE
2026-08-18 14:06:57,robot_ec2b,STANDBY,ACTIVE
2026-08-18 14:06:55,robot_ec2b,STANDBY,REACHED
2026-08-18 14:06:52,robot_ec2b,LOCKED,REACHED
2026-08-18 14:06:52,robot_ec2b,MOVING,REACHED
2026-08-18 14:06:29,robot_ec2b,MOVING,ACTIVE
2026-08-18 14:06:28,robot_ec2b,STANDBY,ACTIVE
2026-08-18 14:06:26,robot_ec2b,STANDBY,REACHED
2026-08-18 14:06:23,robot_ec2b,LOCKED,REACHED
2026-08-18 14:06:23,robot_ec2b,MANUAL,REACHED
2026-08-18 14:06:22,robot_ec2b,MOVING,REACHED
2026-08-18 14:06:03,robot_ec2b,MOVING,ACTIVE
2026-08-18 14:06:02,robot_ec2b,STANDBY,ACTIVE
2026-08-18 14:06:00,robot_ec2b,STANDBY,REACHED
2026-08-18 14:05:57,robot_ec2b,LOCKED,REACHED
2026-08-18 14:05:57,robot_ec2b,MOVING,REACHED
2026-08-18 14:05:33,robot_ec2b,MOVING,ACTIVE
2026-08-18 14:05:32,robot_ec2b,STANDBY,ACTIVE
2026-08-18 14:05:30,robot_ec2b,STANDBY,REACHED
2026-08-18 14:05:28,robot_ec2b,LOCKED,REACHED
2026-08-18 14:05:27,robot_ec2b,STANDBY,REACHED
2026-08-18 14:05:27,robot_ec2b,MANUAL,REACHED
2026-08-18 14:05:07,robot_ec2b,MOVING,ACTIVE
2026-08-18 14:05:06,robot_ec2b,STANDBY,ACTIVE
2026-08-18 14:05:04,robot_ec2b,STANDBY,REACHED
2026-08-18 14:05:02,robot_ec2b,LOCKED,REACHED
2026-08-18 14:05:01,robot_ec2b,STANDBY,REACHED
2026-08-18 14:05:01,robot_ec2b,MOVING,REACHED
2026-08-18 14:04:41,robot_ec2b,MOVING,ACTIVE
2026-08-18 14:04:40,robot_ec2b,STANDBY,ACTIVE
2026-08-18 14:04:38,robot_ec2b,STANDBY,REACHED
2026-08-18 14:04:36,robot_ec2b,LOCKED,REACHED
2026-08-18 14:04:35,robot_ec2b,STANDBY,REACHED
2026-08-18 14:04:35,robot_ec2b,MOVING,REACHED
2026-08-18 14:04:15,robot_ec2b,MOVING,ACTIVE
2026-08-18 14:04:15,robot_ec2b,STANDBY,ACTIVE
2026-08-18 14:04:12,robot_ec2b,STANDBY,REACHED
2026-08-18 14:04:10,robot_ec2b,LOCKED,REACHED
2026-08-18 14:04:09,robot_ec2b,MOVING,REACHED
2026-08-18 14:03:49,robot_ec2b,MOVING,ACTIVE
2026-08-18 14:03:46,robot_ec2b,STANDBY,REACHED
2026-08-18 14:03:44,robot_ec2b,LOCKED,REACHED
2026-08-18 14:03:43,robot_ec2b,MOVING,REACHED
2026-08-18 14:03:24,robot_ec2b,MOVING,ACTIVE
2026-08-18 14:03:23,robot_ec2b,STANDBY,ACTIVE
2026-08-18 14:03:21,robot_ec2b,STANDBY,REACHED
2026-08-18 14:03:19,robot_ec2b,LOCKED,REACHED
2026-08-18 14:03:18,robot_ec2b,MOVING,REACHED
2026-08-18 14:02:54,robot_ec2b,MOVING,ACTIVE
2026-08-18 14:02:51,robot_ec2b,STANDBY,REACHED
2026-08-18 14:02:49,robot_ec2b,LOCKED,REACHED
2026-08-18 14:02:48,robot_ec2b,STANDBY,REACHED
2026-08-18 14:02:48,robot_ec2b,MOVING,REACHED
2026-08-18 14:02:28,robot_ec2b,MOVING,ACTIVE
2026-08-18 14:02:28,robot_ec2b,STANDBY,ACTIVE
2026-08-18 14:02:25,robot_ec2b,STANDBY,REACHED
2026-08-18 14:02:23,robot_ec2b,LOCKED,REACHED
2026-08-18 14:02:22,robot_ec2b,STANDBY,REACHED
2026-08-18 14:02:22,robot_ec2b,MANUAL,REACHED
2026-08-18 14:02:00,robot_ec2b,MOVING,ACTIVE
2026-08-18 14:02:00,robot_ec2b,STANDBY,ACTIVE
2026-08-18 14:01:57,robot_ec2b,STANDBY,REACHED
2026-08-18 14:01:55,robot_ec2b,LOCKED,REACHED
2026-08-18 14:01:55,robot_ec2b,STANDBY,REACHED
2026-08-18 14:01:54,robot_ec2b,MANUAL,REACHED
2026-08-18 14:01:54,robot_ec2b,MOVING,REACHED
2026-08-18 14:01:34,robot_ec2b,MOVING,ACTIVE
2026-08-18 14:01:34,robot_ec2b,STANDBY,ACTIVE
2026-08-18 14:01:31,robot_ec2b,STANDBY,REACHED
2026-08-18 14:01:29,robot_ec2b,LOCKED,REACHED
2026-08-18 14:01:29,robot_ec2b,STANDBY,REACHED
2026-08-18 14:01:28,robot_ec2b,MANUAL,REACHED
2026-08-18 14:01:28,robot_ec2b,MOVING,REACHED
2026-08-18 14:01:01,robot_ec2b,MOVING,ACTIVE
2026-08-18 14:01:01,robot_ec2b,STANDBY,ACTIVE
2026-08-18 14:00:58,robot_ec2b,STANDBY,REACHED
2026-08-18 14:00:56,robot_ec2b,LOCKED,REACHED
2026-08-18 14:00:56,robot_ec2b,STANDBY,REACHED
2026-08-18 14:00:55,robot_ec2b,MANUAL,REACHED
2026-08-18 14:00:35,robot_ec2b,MOVING,ACTIVE
2026-08-18 14:00:33,robot_ec2b,STANDBY,REACHED
2026-08-18 14:00:30,robot_ec2b,LOCKED,REACHED
2026-08-18 14:00:30,robot_ec2b,STANDBY,REACHED
2026-08-18 14:00:29,robot_ec2b,MOVING,REACHED
2026-08-18 14:00:06,robot_ec2b,MOVING,ACTIVE
2026-08-18 14:00:05,robot_ec2b,STANDBY,ACTIVE
2026-08-18 14:00:03,robot_ec2b,STANDBY,REACHED
2026-08-18 14:00:01,robot_ec2b,LOCKED,REACHED
2026-08-18 14:00:00,robot_ec2b,STANDBY,REACHED
2026-08-18 13:59:59,robot_ec2b,MOVING,REACHED
2026-08-18 13:59:40,robot_ec2b,MOVING,ACTIVE
2026-08-18 13:59:39,robot_ec2b,STANDBY,ACTIVE
2026-08-18 13:59:37,robot_ec2b,STANDBY,REACHED
2026-08-18 13:59:35,robot_ec2b,LOCKED,REACHED
2026-08-18 13:59:34,robot_ec2b,STANDBY,REACHED
2026-08-18 13:59:34,robot_ec2b,MOVING,REACHED
2026-08-18 13:59:12,robot_ec2b,MOVING,ACTIVE
2026-08-18 13:59:11,robot_ec2b,STANDBY,ACTIVE
2026-08-18 13:59:09,robot_ec2b,STANDBY,REACHED
2026-08-18 13:59:07,robot_ec2b,LOCKED,REACHED
2026-08-18 13:59:06,robot_ec2b,STANDBY,REACHED
2026-08-18 13:59:06,robot_ec2b,MOVING,REACHED
2026-08-18 13:58:46,robot_ec2b,MOVING,ACTIVE
2026-08-18 13:58:45,robot_ec2b,STANDBY,ACTIVE
2026-08-18 13:58:43,robot_ec2b,STANDBY,REACHED
2026-08-18 13:58:41,robot_ec2b,LOCKED,REACHED
2026-08-18 13:58:40,robot_ec2b,STANDBY,REACHED
2026-08-18 13:58:40,robot_ec2b,MOVING,REACHED
2026-08-18 13:58:20,robot_ec2b,MOVING,ACTIVE
2026-08-18 13:58:19,robot_ec2b,STANDBY,ACTIVE
2026-08-18 13:58:17,robot_ec2b,STANDBY,REACHED
2026-08-18 13:58:15,robot_ec2b,LOCKED,REACHED
2026-08-18 13:58:14,robot_ec2b,MOVING,REACHED
2026-08-18 13:57:55,robot_ec2b,MOVING,ACTIVE
2026-08-18 13:57:54,robot_ec2b,STANDBY,ACTIVE
2026-08-18 13:57:52,robot_ec2b,STANDBY,REACHED
2026-08-18 13:57:50,robot_ec2b,LOCKED,REACHED
2026-08-18 13:57:49,robot_ec2b,STANDBY,REACHED
2026-08-18 13:57:49,robot_ec2b,MANUAL,REACHED
2026-08-18 13:57:25,robot_ec2b,MOVING,ACTIVE
2026-08-18 13:57:25,robot_ec2b,STANDBY,ACTIVE
2026-08-18 13:57:22,robot_ec2b,STANDBY,REACHED
2026-08-18 13:57:20,robot_ec2b,LOCKED,REACHED
2026-08-18 13:57:19,robot_ec2b,STANDBY,REACHED
2026-08-18 13:57:19,robot_ec2b,MOVING,REACHED
2026-08-18 13:56:59,robot_ec2b,MOVING,ACTIVE
2026-08-18 13:56:59,robot_ec2b,STANDBY,ACTIVE
2026-08-18 13:56:56,robot_ec2b,STANDBY,REACHED
2026-08-18 13:56:54,robot_ec2b,LOCKED,REACHED
2026-08-18 13:56:54,robot_ec2b,STANDBY,REACHED
2026-08-18 13:56:53,robot_ec2b,MOVING,REACHED
2026-08-18 13:56:29,robot_ec2b,MOVING,ACTIVE
2026-08-18 13:56:29,robot_ec2b,STANDBY,ACTIVE
2026-08-18 13:56:26,robot_ec2b,STANDBY,REACHED
2026-08-18 13:56:24,robot_ec2b,LOCKED,REACHED
2026-08-18 13:56:24,robot_ec2b,STANDBY,REACHED
2026-08-18 13:56:23,robot_ec2b,MANUAL,REACHED
2026-08-18 13:56:03,robot_ec2b,MOVING,ACTIVE
2026-08-18 13:56:03,robot_ec2b,STANDBY,ACTIVE
2026-08-18 13:56:00,robot_ec2b,STANDBY,REACHED
2026-08-18 13:55:58,robot_ec2b,LOCKED,REACHED
2026-08-18 13:55:58,robot_ec2b,MANUAL,REACHED
2026-08-18 13:55:57,robot_ec2b,MOVING,REACHED
2026-08-18 13:55:33,robot_ec2b,MOVING,ACTIVE
2026-08-18 13:55:33,robot_ec2b,STANDBY,ACTIVE
2026-08-18 13:55:30,robot_ec2b,STANDBY,REACHED
2026-08-18 13:55:28,robot_ec2b,LOCKED,REACHED
2026-08-18 13:55:28,robot_ec2b,MOVING,REACHED
2026-08-18 13:55:08,robot_ec2b,MOVING,ACTIVE
2026-08-18 13:55:08,robot_ec2b,STANDBY,ACTIVE
2026-08-18 13:55:05,robot_ec2b,STANDBY,REACHED
2026-08-18 13:55:03,robot_ec2b,LOCKED,REACHED
2026-08-18 13:55:03,robot_ec2b,MOVING,REACHED
2026-08-18 13:54:40,robot_ec2b,MOVING,ACTIVE
2026-08-18 13:54:39,robot_ec2b,STANDBY,ACTIVE
2026-08-18 13:54:37,robot_ec2b,STANDBY,REACHED
2026-08-18 13:54:34,robot_ec2b,LOCKED,REACHED
2026-08-18 13:54:34,robot_ec2b,MANUAL,REACHED
2026-08-18 13:54:33,robot_ec2b,MOVING,REACHED
2026-08-18 13:54:14,robot_ec2b,MOVING,ACTIVE
2026-08-18 13:54:13,robot_ec2b,STANDBY,ACTIVE
2026-08-18 13:54:11,robot_ec2b,STANDBY,REACHED
2026-08-18 13:54:08,robot_ec2b,LOCKED,REACHED
2026-08-18 13:54:08,robot_ec2b,MANUAL,REACHED
2026-08-18 13:54:07,robot_ec2b,MOVING,REACHED
2026-08-18 13:53:44,robot_ec2b,MOVING,ACTIVE
2026-08-18 13:53:43,robot_ec2b,STANDBY,ACTIVE
2026-08-18 13:53:41,robot_ec2b,STANDBY,REACHED
2026-08-18 13:53:39,robot_ec2b,LOCKED,REACHED
2026-08-18 13:53:38,robot_ec2b,MANUAL,REACHED
2026-08-18 13:53:38,robot_ec2b,MOVING,REACHED
2026-08-18 13:53:18,robot_ec2b,MOVING,ACTIVE
2026-08-18 13:53:17,robot_ec2b,STANDBY,ACTIVE
2026-08-18 13:53:15,robot_ec2b,STANDBY,REACHED
2026-08-18 13:53:13,robot_ec2b,LOCKED,REACHED
2026-08-18 13:53:12,robot_ec2b,STANDBY,REACHED
2026-08-18 13:53:12,robot_ec2b,MANUAL,REACHED
2026-08-18 13:53:11,robot_ec2b,MOVING,REACHED
2026-08-18 13:52:47,robot_ec2b,MOVING,ACTIVE
2026-08-18 13:52:46,robot_ec2b,STANDBY,ACTIVE
2026-08-18 13:52:44,robot_ec2b,STANDBY,REACHED
2026-08-18 13:52:42,robot_ec2b,LOCKED,REACHED
2026-08-18 13:52:41,robot_ec2b,STANDBY,REACHED
2026-08-18 13:52:41,robot_ec2b,MOVING,REACHED
2026-08-18 13:52:21,robot_ec2b,MOVING,ACTIVE
2026-08-18 13:52:21,robot_ec2b,STANDBY,ACTIVE
2026-08-18 13:52:18,robot_ec2b,STANDBY,REACHED
2026-08-18 13:52:16,robot_ec2b,LOCKED,REACHED
2026-08-18 13:52:15,robot_ec2b,STANDBY,REACHED
2026-08-18 13:52:15,robot_ec2b,MANUAL,REACHED
2026-08-18 13:52:14,robot_ec2b,MOVING,REACHED
2026-08-18 13:51:50,robot_ec2b,MOVING,ACTIVE
2026-08-18 13:51:50,robot_ec2b,STANDBY,ACTIVE
2026-08-18 13:51:47,robot_ec2b,STANDBY,REACHED
2026-08-18 13:51:45,robot_ec2b,LOCKED,REACHED
2026-08-18 13:51:45,robot_ec2b,STANDBY,REACHED
2026-08-18 13:51:44,robot_ec2b,MOVING,REACHED
2026-08-18 13:51:24,robot_ec2b,MOVING,ACTIVE
2026-08-18 13:51:24,robot_ec2b,STANDBY,ACTIVE
2026-08-18 13:51:21,robot_ec2b,STANDBY,REACHED
2026-08-18 13:51:19,robot_ec2b,LOCKED,REACHED
2026-08-18 13:51:18,robot_ec2b,MOVING,REACHED
2026-08-18 13:50:54,robot_ec2b,MOVING,ACTIVE
2026-08-18 13:50:54,robot_ec2b,STANDBY,ACTIVE
2026-08-18 13:50:51,robot_ec2b,STANDBY,REACHED
2026-08-18 13:50:49,robot_ec2b,LOCKED,REACHED
2026-08-18 13:50:48,robot_ec2b,STANDBY,REACHED
2026-08-18 13:50:48,robot_ec2b,MOVING,REACHED
2026-08-18 13:50:28,robot_ec2b,MOVING,ACTIVE
2026-08-18 13:50:28,robot_ec2b,STANDBY,ACTIVE
2026-08-18 13:50:25,robot_ec2b,STANDBY,REACHED
2026-08-18 13:50:23,robot_ec2b,LOCKED,REACHED
2026-08-18 13:50:23,robot_ec2b,MANUAL,REACHED
2026-08-18 13:50:22,robot_ec2b,MOVING,REACHED
2026-08-18 13:49:58,robot_ec2b,MOVING,ACTIVE
2026-08-18 13:49:58,robot_ec2b,STANDBY,ACTIVE
2026-08-18 13:49:56,robot_ec2b,STANDBY,REACHED
2026-08-18 13:49:53,robot_ec2b,LOCKED,REACHED
2026-08-18 13:49:53,robot_ec2b,STANDBY,REACHED
2026-08-18 13:49:52,robot_ec2b,MOVING,REACHED
2026-08-18 13:49:33,robot_ec2b,MOVING,ACTIVE
