Timestamp,Topic,Data
2026-08-21 10:33:17.750,odometry/filtered,"x:0.000004, y:-0.000000, yaw:-0.000025, cov_xx:0.001926, cov_yy:0.002035"
2026-08-21 10:33:17.750,safety/left_bumper,"FALSE"
2026-08-21 10:33:17.751,safety/right_bumper,"FALSE"
2026-08-21 10:33:17.751,safety/emergency_button,"FALSE"
2026-08-21 10:33:17.751,safety/suction_switch,"FALSE"
2026-08-21 10:33:17.751,rated_current_left,"0.000000"
2026-08-21 10:33:17.751,rated_current_right,"0.000000"
2026-08-21 10:33:17.851,battery/status,"100.000000%"
2026-08-21 10:33:17.852,particle_cloud,"count:800, spread:0.244239"
2026-08-21 10:33:17.852,odometry/filtered,"x:0.000004, y:-0.000000, yaw:-0.000025, cov_xx:0.001947, cov_yy:0.002059"
2026-08-21 10:33:17.852,safety/left_bumper,"FALSE"
2026-08-21 10:33:17.852,safety/right_bumper,"FALSE"
2026-08-21 10:33:17.852,safety/emergency_button,"FALSE"
2026-08-21 10:33:17.852,safety/suction_switch,"FALSE"
2026-08-21 10:33:17.852,rated_current_left,"0.000000"
2026-08-21 10:33:17.852,rated_current_right,"0.000000"
2026-08-21 10:33:17.953,battery/status,"100.000000%"
